order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price,sale_price_norm,sale_price_z,gr_liv_area_norm,gr_liv_area_z,total_bsmt_sf_norm,total_bsmt_sf_z,lot_area_norm,lot_area_z,year_built_norm,year_built_z,overall_qual_norm,overall_qual_z,garage_area_norm,garage_area_z,log_sale_price
2617,535425050,20,RL,86.0,11650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,5,Y,FuseA,1472,0,0,1472,0.0,0.0,2,0,2,1,5,5,Typ,1,5,Attchd,1959.0,Unf,2.0,484.0,4,4,Y,0,68,0,0,227,0,None,None,None,0,6,2006,WD ,Normal,157500,0.19497285812255544,-0.291526901656601,0.2747464992757122,-0.04870338364195731,0.0,-2.4769910128877255,0.048376919301689685,0.19795063711906496,0.6304347826086957,-0.40739790620185506,0.6666666666666666,0.6465120323018231,0.32526881720430106,0.056230729168758396,11.967180737247824
2618,535425080,60,RL,73.0,18275,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,4,4,Gd,ALQ,636.0,Unf,0.0,802.0,1438.0,GasA,4,Y,SBrkr,1900,548,0,2448,1.0,0.0,3,0,3,1,4,9,Typ,2,5,Attchd,1962.0,RFn,2.0,441.0,4,4,Y,520,102,0,0,0,0,None,None,None,0,9,2006,WD ,Normal,277500,0.35665194937827654,1.2098495363406805,0.5103814582327378,1.9350637063821143,0.44853399875233935,0.9236212752486168,0.07934282175325434,1.049178411010707,0.6521739130434783,-0.3081866073400627,0.6666666666666666,0.6465120323018231,0.2963709677419355,-0.14462795690784447,12.533576212168626
2619,535426195,20,RL,47.0,16321,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,Gd,BLQ,1277.0,Unf,0.0,207.0,1484.0,GasA,4,Y,SBrkr,1600,0,0,1600,1.0,0.0,1,0,2,1,4,6,Typ,2,5,Attchd,1957.0,RFn,1.0,319.0,4,4,Y,288,258,0,0,0,0,None,None,None,0,12,2006,WD ,Normal,207500,0.2623391461457726,0.33404661417559955,0.30564944471269917,0.21146279209890453,0.462882096069869,1.0324030313364274,0.07020963331697398,0.7981144004168551,0.6159420289855072,-0.4735387721097167,0.4444444444444444,-0.7757658471024885,0.21438172043010753,-0.7145060894972758,12.24288661865289
2620,535450100,50,RL,60.0,12144,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,Rec,455.0,Unf,0.0,455.0,910.0,GasA,5,Y,SBrkr,910,611,0,1521,0.0,0.0,1,1,3,1,5,6,Min2,0,1,Detchd,1950.0,Unf,1.0,597.0,3,4,Y,199,0,168,0,0,0,None,None,None,0,9,2006,WD ,Normal,147500,0.18149960051791203,-0.41664160482304113,0.28657653307580877,0.05089148050884137,0.2838427947598253,-0.32500409897668825,0.05068592395241768,0.2614233194288719,0.5652173913043478,-0.7050318027872323,0.3333333333333333,-1.4869047868046443,0.4012096774193548,0.5840686716491333,11.901583454762012
2621,535450180,50,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,4,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,4,N,FuseA,720,472,0,1192,0.0,0.0,1,1,4,1,4,6,Typ,0,1,None,1949.0,None,0.0,0.0,1,1,Y,0,0,0,0,0,0,None,None,None,0,12,2006,WD ,Abnorml,135000,0.16465802851210773,-0.5730349837810913,0.20714630613230323,-0.6178168930750926,0.22457891453524642,-0.7743200480350366,0.0444039355909229,0.0887365076386279,0.5579710144927537,-0.7381022357411631,0.3333333333333333,-1.4869047868046443,0.0,-2.2045972722516085,11.813030057420567
2622,535451190,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,4,Y,FuseF,1040,0,0,1040,0.0,0.0,1,0,2,1,4,5,Typ,0,1,Detchd,1950.0,Unf,2.0,625.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,109500,0.130301221620267,-0.8920774768555136,0.1704490584258812,-0.926764226767366,0.0,-2.4769910128877255,0.027577181051204748,-0.3738174525138115,0.5652173913043478,-0.7050318027872323,0.4444444444444444,-0.7757658471024885,0.4200268817204301,0.7148603742106422,11.603679828238693
2623,535451210,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,4,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,2,1,4,4,Typ,0,1,Detchd,1950.0,Unf,2.0,420.0,4,4,Y,0,29,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,109900,0.13084015192445275,-0.887072888728856,0.1704490584258812,-0.926764226767366,0.0,-2.4769910128877255,0.027577181051204748,-0.3738174525138115,0.5652173913043478,-0.7050318027872323,0.3333333333333333,-1.4869047868046443,0.28225806451612906,-0.2427217338289761,11.607326140391713
2624,535453160,20,RL,70.0,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,LwQ,369.0,Unf,0.0,671.0,1040.0,GasA,4,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,3,1,4,6,Typ,0,1,Attchd,1959.0,RFn,1.0,286.0,4,4,Y,140,0,252,0,0,0,None,GdWo,None,0,7,2006,WD ,Normal,133700,0.1629065050235041,-0.5892998951927285,0.1704490584258812,-0.926764226767366,0.32439176543980036,-0.01757739698939722,0.029259856505176565,-0.3275620564985675,0.6304347826086957,-0.40739790620185506,0.4444444444444444,-0.7757658471024885,0.1922043010752688,-0.8686534532304827,11.803353763090035
2625,535454030,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,Wall,3,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,Typ,0,1,Detchd,1950.0,Unf,2.0,400.0,4,3,Y,0,0,0,0,0,0,None,None,None,0,12,2006,WD ,Normal,81400,0.09244136775121899,-1.2436497927532104,0.1704490584258812,-0.926764226767366,0.0,-2.4769910128877255,0.03385916941269953,-0.20113064072356743,0.5652173913043478,-0.7050318027872323,0.2222222222222222,-2.1980437265068002,0.26881720430107525,-0.3361443785157681,11.307130551990632
2626,535454050,90,RL,73.0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,4,4,Slab,1,1,None,None,0.0,None,0.0,0.0,0.0,Wall,3,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,Typ,0,1,Detchd,1949.0,Unf,2.0,400.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD ,Normal,87500,0.10066005489005148,-1.1673298238216818,0.1704490584258812,-0.926764226767366,0.0,-2.4769910128877255,0.03385916941269953,-0.20113064072356743,0.5579710144927537,-0.7381022357411631,0.2222222222222222,-2.1980437265068002,0.26881720430107525,-0.3361443785157681,11.379394072345706
2627,535454060,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,4,4,CBlock,1,1,None,None,0.0,None,0.0,0.0,0.0,GasA,5,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,Typ,0,1,Detchd,1949.0,Unf,2.0,400.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,93500,0.10874400945283753,-1.0922610019218177,0.1704490584258812,-0.926764226767366,0.0,-2.4769910128877255,0.03385916941269953,-0.20113064072356743,0.5652173913043478,-0.7050318027872323,0.2222222222222222,-2.1980437265068002,0.26881720430107525,-0.3361443785157681,11.44571671527678
2628,535456010,90,RL,75.0,8512,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,CBlock,4,3,No,Unf,0.0,Unf,0.0,1556.0,1556.0,GasA,4,Y,SBrkr,1556,0,0,1556,0.0,0.0,2,0,4,2,4,8,Typ,0,1,None,1960.0,None,0.0,0.0,1,1,Y,0,0,0,0,0,0,None,None,None,0,9,2006,WD ,Normal,119000,0.14310081634467828,-0.7732185088473955,0.2950265572187349,0.12203066918798328,0.48533998752339363,1.2026701278216962,0.03370959826123537,-0.20524223148047802,0.6376811594202898,-0.3743274732479243,0.4444444444444444,-0.7757658471024885,0.0,-2.2045972722516085,11.686878772093667
2629,535456020,20,RL,70.0,7945,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,6,Y,FuseA,1150,0,0,1150,1.0,0.0,1,0,3,1,4,6,Typ,0,1,Attchd,1959.0,RFn,1.0,300.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD ,Normal,141000,0.1727419830748938,-0.4979661618812272,0.1970062771607919,-0.7031839194900629,0.3587024329382408,0.24255288930754132,0.031059384421229755,-0.27809448020448724,0.6304347826086957,-0.40739790620185506,0.4444444444444444,-0.7757658471024885,0.20161290322580644,-0.8032576019497283,11.856515169360305
2630,535457070,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,CBlock,4,4,No,GLQ,781.0,Unf,0.0,369.0,1150.0,GasA,4,Y,SBrkr,1150,0,0,1150,0.0,0.0,1,0,3,1,4,6,Typ,0,1,Attchd,1961.0,RFn,1.0,288.0,4,4,Y,0,0,0,0,162,0,None,None,None,0,7,2006,WD ,Normal,146000,0.1794786118772155,-0.43540881029800715,0.1970062771607919,-0.7031839194900629,0.3587024329382408,0.24255288930754132,0.02664236135455374,-0.3995148947445025,0.644927536231884,-0.3412570402939935,0.4444444444444444,-0.7757658471024885,0.1935483870967742,-0.8593111887618035,11.891361900690473
2631,535477060,60,RL,69.0,7590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,4,CBlock,4,4,No,BLQ,512.0,Unf,0.0,148.0,660.0,GasA,4,Y,SBrkr,660,688,0,1348,0.0,0.0,1,1,3,1,4,6,Typ,1,3,Attchd,1966.0,RFn,2.0,453.0,4,4,Y,188,108,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,155000,0.1916045437213946,-0.32280557744821103,0.2448092708836311,-0.30073936639091725,0.20586400499064256,-0.9162092951060941,0.029400079459674214,-0.32370744016396386,0.6811594202898551,-0.1759048755243395,0.5555555555555556,-0.06462690740033272,0.30443548387096775,-0.08857437009576925,11.951180395901384
2632,535478010,85,RL,69.0,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,4,Y,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,4,6,Typ,0,1,Attchd,1962.0,Unf,1.0,300.0,4,4,Y,150,72,0,0,0,0,None,None,None,0,5,2006,WD ,Normal,134500,0.16398436563187557,-0.5792907189394133,0.16055045871559634,-1.0100987049343608,0.2885215221459763,-0.28953178720892386,0.04162284699338615,0.01228661700232195,0.6521739130434783,-0.3081866073400627,0.4444444444444444,-0.7757658471024885,0.20161290322580644,-0.8032576019497283,11.809319478024031
2633,535478070,20,RL,74.0,7400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,LwQ,809.0,Unf,0.0,236.0,1045.0,GasA,5,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,4,6,Typ,0,1,Detchd,1962.0,Unf,2.0,528.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD ,Normal,120000,0.14444814210514262,-0.7607070385307515,0.1716562047320135,-0.9166014855274887,0.32595134123518404,-0.005753293066809103,0.028512000747855756,-0.3481200102831204,0.6521739130434783,-0.3081866073400627,0.6666666666666666,0.6465120323018231,0.3548387096774194,0.26176054747970084,11.695247021764184
2634,535478090,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,3,1,4,5,Typ,0,1,Attchd,1962.0,Unf,1.0,336.0,4,4,Y,0,0,0,0,0,0,None,GdWo,None,0,2,2006,WD ,Normal,105000,0.12423825569817747,-0.9483790932804116,0.12795750845002415,-1.284492718411051,0.2694946974422957,-0.4337858550644989,0.02664236135455374,-0.3995148947445025,0.6521739130434783,-0.3081866073400627,0.4444444444444444,-0.7757658471024885,0.22580645161290322,-0.6350968415135027,11.56171562913966
2635,535478110,190,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,Av,ALQ,953.0,Unf,0.0,72.0,1025.0,GasA,4,Y,SBrkr,1025,0,0,1025,1.0,0.0,1,0,3,1,4,6,Typ,0,1,None,1962.0,None,0.0,0.0,1,1,Y,96,80,0,0,0,0,None,None,None,0,3,2006,WD ,Normal,124000,0.14983744514699998,-0.7106611572641754,0.16682761950748431,-0.9572524504869983,0.3197130380536494,-0.053049708757161564,0.02664236135455374,-0.3995148947445025,0.6521739130434783,-0.3081866073400627,0.4444444444444444,-0.7757658471024885,0.0,-2.2045972722516085,11.728036844587175
2636,902100110,70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,5,5,PConc,3,4,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,6,Y,FuseA,1007,1007,0,2014,0.0,0.0,2,0,5,1,4,8,Typ,0,1,Detchd,1900.0,Unf,2.0,624.0,4,4,Y,0,72,167,0,0,0,None,None,None,0,6,2006,WD ,Normal,169000,0.21046710436789537,-0.14764499301519488,0.4056011588604539,1.0529377667607547,0.22333125389893949,-0.7837793311731072,0.03999158662273014,-0.032555419690233976,0.2028985507246377,-2.358553450483772,0.4444444444444444,-0.7757658471024885,0.41935483870967744,0.7101892419763026,12.037653993905211
2637,902100130,70,RM,57.0,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,3,N,SBrkr,810,518,0,1328,0.0,0.0,1,0,3,1,4,8,Typ,0,1,Detchd,1940.0,Unf,1.0,210.0,4,4,Y,0,172,60,0,0,0,None,None,None,0,9,2006,WD ,Family,107000,0.12693290721910616,-0.9233561526471236,0.23998068565910188,-0.3413903313504269,0.21397379912663755,-0.8547239547086358,0.040225291546892895,-0.02613105913256121,0.38405797101449274,-1.5317926266355022,0.3333333333333333,-1.4869047868046443,0.14112903225806453,-1.2236595030402924,11.580584113444043
2638,902101050,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264.0,4,4,CBlock,4,4,No,Rec,276.0,Unf,0.0,936.0,1212.0,GasA,5,Y,FuseA,1226,442,0,1668,1.0,0.0,1,0,3,1,4,6,Typ,0,1,Detchd,1948.0,Unf,1.0,240.0,4,4,Y,0,0,140,0,0,0,None,None,None,0,5,2006,WD ,Normal,135000,0.16465802851210773,-0.5730349837810913,0.3220666344760985,0.3496760729612374,0.37804117280099814,0.38917177794763397,0.038795017411016854,-0.06544814574551856,0.5507246376811594,-0.7711726686950939,0.4444444444444444,-0.7757658471024885,0.16129032258064516,-1.0835255360101044,11.813030057420567
2639,902103090,50,RM,60.0,5520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4,3,No,LwQ,284.0,Unf,0.0,863.0,1147.0,GasA,4,N,SBrkr,1147,510,0,1657,0.0,0.0,1,0,4,1,3,9,Typ,1,4,Detchd,1920.0,Unf,1.0,162.0,3,3,N,0,0,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,111500,0.1329958731411957,-0.8670545362222256,0.31941091260260746,0.3273180422335071,0.3577666874610106,0.23545842695398847,0.01972469559933628,-0.5896759672516165,0.34782608695652173,-1.6971447914051563,0.3333333333333333,-1.4869047868046443,0.10887096774193548,-1.4478738502885933,11.62177986988231
2640,902104020,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,4,4,No,Rec,381.0,Unf,0.0,399.0,780.0,GasA,6,Y,SBrkr,940,476,0,1416,0.0,1.0,1,0,3,1,5,7,Typ,0,1,Detchd,1956.0,Unf,2.0,400.0,4,4,Y,0,24,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,156500,0.1936255323620911,-0.304038371973245,0.2612264606470304,-0.16252608552858436,0.24329382407985028,-0.6324308009639792,0.038795017411016854,-0.06544814574551856,0.2028985507246377,-2.358553450483772,0.5555555555555556,-0.06462690740033272,0.26881720430107525,-0.3361443785157681,11.960811288962345
2641,902106040,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,4,5,No,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,6,Y,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,6,6,Typ,1,5,Detchd,1925.0,Unf,2.0,546.0,3,4,Y,0,0,234,0,0,0,None,None,None,0,8,2006,WD ,Normal,178000,0.22259303621207446,-0.035041760165398776,0.31554804442298406,0.29479727026589936,0.22707423580786026,-0.7554014817588957,0.038795017411016854,-0.06544814574551856,0.38405797101449274,-1.5317926266355022,0.6666666666666666,0.6465120323018231,0.36693548387096775,0.34584092769781366,12.089538829274222
2642,902106090,70,RM,58.0,6451,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,4,4,Stone,4,4,No,Rec,208.0,Unf,0.0,504.0,712.0,GasA,5,Y,SBrkr,848,580,0,1428,1.0,0.0,1,0,4,1,4,7,Typ,0,1,Detchd,1985.0,Fin,2.0,576.0,4,4,Y,264,0,84,0,0,0,None,None,None,0,5,2006,WD ,Normal,139900,0.17125992473838303,-0.5117287792295356,0.2641236117817479,-0.13813550655287857,0.22208359326263255,-0.7932386143111776,0.02407628128724672,-0.47005437366774955,0.2028985507246377,-2.358553450483772,0.6666666666666666,0.6465120323018231,0.3870967741935484,0.4859748947280017,11.848683160653573
2643,902108060,70,RM,66.0,3960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,4,4,No,Unf,0.0,Unf,0.0,502.0,502.0,GasA,4,N,SBrkr,502,502,0,1004,0.0,0.0,1,0,2,1,5,5,Typ,1,2,Detchd,1930.0,Unf,1.0,200.0,3,4,N,280,0,68,0,0,0,None,MnPrv,None,0,7,2006,WD ,Normal,105000,0.12423825569817747,-0.9483790932804116,0.16175760502172865,-0.9999359636944835,0.15658140985651903,-1.2898509790598784,0.012433101965458411,-0.790116016651007,0.42028985507246375,-1.3664404618658483,0.6666666666666666,0.6465120323018231,0.13440860215053763,-1.2703708253836885,11.56171562913966
2644,902109010,30,RM,70.0,5684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,4,4,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,6,Y,FuseA,813,0,0,813,0.0,0.0,1,0,2,1,5,5,Typ,0,1,Detchd,1932.0,Unf,1.0,270.0,3,3,N,0,113,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,110000,0.13097488450049918,-0.8858217416971916,0.11564461612747465,-1.3881526790578007,0.2535870243293824,-0.5543917150748977,0.020491247750590105,-0.5686040646224498,0.42028985507246375,-1.3664404618658483,0.5555555555555556,-0.06462690740033272,0.1814516129032258,-0.9433915689799163,11.608235644774552
2645,902110120,190,RM,56.0,7745,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,4,PConc,4,4,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,5,N,SBrkr,1084,867,0,1951,0.0,0.0,2,0,4,2,3,9,Typ,0,1,Detchd,1993.0,Unf,2.0,576.0,4,4,P,0,6,28,0,0,0,None,None,None,0,4,2006,WD ,Normal,111500,0.1329958731411957,-0.8670545362222256,0.3903911154031869,0.9248872271382992,0.2925764192139738,-0.2587891170101948,0.030124564724578747,-0.3037919224351783,0.2028985507246377,-2.358553450483772,0.3333333333333333,-1.4869047868046443,0.3870967741935484,0.4859748947280017,11.62177986988231
2646,902110130,30,RM,56.0,7741,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,4,3,No,BLQ,143.0,Rec,72.0,817.0,1032.0,GasA,5,N,FuseA,1032,0,0,1032,0.0,0.0,1,0,2,1,4,5,Typ,0,1,Detchd,1995.0,Unf,1.0,280.0,4,4,Y,0,0,112,0,0,0,None,MnPrv,None,0,6,2006,COD,Abnorml,108000,0.1282802329795705,-0.9108446823304797,0.16851762433606954,-0.9430246127511699,0.32189644416718655,-0.0364959632655382,0.030105868330645727,-0.3043058712797921,0.37681159420289856,-1.564863059589433,0.5555555555555556,-0.06462690740033272,0.1881720430107527,-0.8966802466365202,11.589886506106357
2647,902111010,30,RM,50.0,5633,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,4,4,BrkTil,4,3,No,Unf,0.0,Unf,0.0,844.0,844.0,GasA,4,Y,SBrkr,844,0,0,844,0.0,0.0,1,0,2,1,4,5,Typ,0,1,Detchd,1925.0,Unf,1.0,216.0,4,4,N,50,81,123,0,0,0,None,None,None,0,7,2006,WD ,Normal,111500,0.1329958731411957,-0.8670545362222256,0.12312892322549493,-1.3251436833705608,0.2632563942607611,-0.4810822707548514,0.020252868727944098,-0.5751569123912761,0.38405797101449274,-1.5317926266355022,0.4444444444444444,-0.7757658471024885,0.14516129032258066,-1.1956327096342547,11.62177986988231
2648,902125020,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3,3,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,4,Y,FuseA,1089,661,0,1750,0.0,0.0,1,0,3,1,6,8,Typ,0,1,Detchd,1937.0,Unf,1.0,240.0,3,2,N,0,0,293,0,0,0,None,MnPrv,None,0,6,2006,WD ,Abnorml,124000,0.14983744514699998,-0.7106611572641754,0.3418638338966683,0.5163450292952271,0.198378041172801,-0.972964993934517,0.03599055832106383,-0.1425404724375918,0.057971014492753624,-3.019962109562388,0.4444444444444444,-0.7757658471024885,0.16129032258064516,-1.0835255360101044,11.728036844587175
